A_0,A_1,A_2,A_3,R_0,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,R_9,R_10,R_11,R_12,R_13,R_14,R_15,Class,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count,Epoch Complete
0.0,1.0,1.0,1.0,#,#,1.0,#,#,#,#,1.0,#,1.0,1.0,#,#,#,#,0.0,1.0,1.0,1.0,1,41.25,9886,8150,0.45,0.00032205060908628645,4,4,False
0.0,0.0,1.0,0.0,#,#,0.0,#,#,#,#,0.0,#,#,#,#,#,#,#,0.0,0.0,1.0,1.0,1,49.10155264,9989,8151,0.35,0.0003833499378131965,12,12,False
0.0,#,0.0,1.0,#,1.0,#,#,#,1.0,#,#,#,#,#,#,#,#,0.0,#,1.0,1.0,1.0,1,40.30733975891802,9931,8154,0.3,0.0003146909895759379,23,23,False
0.0,1.0,0.0,0.0,#,#,#,#,1.0,#,#,#,#,#,1.0,#,#,#,#,#,1.0,1.0,1.0,3,48.11478120885764,9992,8155,0.3,0.0011269377886811646,37,37,False
0.0,0.0,0.0,#,#,0.0,#,#,#,0.0,#,0.0,#,0.0,#,#,#,#,#,1.0,0.0,0.10737418240000006,0.8,1,42.2,9667,8156,0.4,0.0003294675322046373,4,5,False
1.0,1.0,#,#,0.0,1.0,#,#,#,#,#,0.0,#,#,#,0.0,#,0.0,0.0,0.0,0.0,0.056313514709472656,0.75,2,52.80159999999999,9472,8158,0.45,0.0008244745425808708,6,8,False
1.0,0.0,0.0,1.0,#,#,#,#,#,#,#,0.0,#,0.0,#,#,#,#,#,#,0.0,1.0,1.0,6,46.447868275121174,9986,8161,0.3,0.002175791166365436,27,27,False
1.0,1.0,#,#,#,0.0,#,#,#,1.0,#,1.0,#,#,#,#,#,#,1.0,1.0,1.0,0.0020490232064151867,0.5384615384615384,1,54.287801856,9899,8168,0.35,0.00042384047645285897,7,13,False
0.0,#,1.0,1.0,#,#,1.0,#,#,#,#,1.0,#,#,#,#,0.0,#,#,0.0,1.0,0.017341529915832606,0.6666666666666666,1,44.20589508608,9886,8177,0.35,0.0003451281318224616,10,15,False
#,1.0,#,1.0,#,#,#,#,#,1.0,#,1.0,#,1.0,#,#,#,1.0,0.0,#,1.0,0.23906771605510008,0.8666666666666667,1,53.31451348992,9911,8177,0.35,0.00041624173436527934,13,15,False
0.0,1.0,1.0,0.0,#,#,#,#,1.0,#,1.0,#,#,1.0,#,#,#,0.0,#,1.0,1.0,1.0,1.0,1,37.5,9286,8178,0.45,0.0002927732809875331,2,2,False
1.0,1.0,#,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,1.0,1.0,0.18094213744746232,0.8428571428571429,1,60.64041241905132,9997,8180,0.25,0.0004734371334496748,59,70,False
1.0,#,1.0,1.0,#,#,#,#,#,#,#,1.0,#,#,#,#,#,#,#,1.0,1.0,0.10737418240000006,0.8,1,47.86362958225859,9997,8185,0.25,0.00037368511660719456,48,60,False
1.0,#,1.0,0.0,0.0,1.0,#,#,#,#,#,#,#,1.0,0.0,#,#,#,0.0,1.0,0.0,1.0,1.0,1,49.666666666666664,9883,8187,0.45,0.00038776194548571053,3,3,False
0.0,#,1.0,1.0,#,#,1.0,#,#,#,1.0,1.0,#,#,#,#,0.0,#,#,0.0,1.0,0.010890643668188604,0.6363636363636364,1,44.415526400000005,9886,8201,0.4,0.0003467647837577706,7,11,False
0.0,0.0,1.0,1.0,#,#,#,1.0,#,#,#,#,1.0,#,#,#,#,#,#,#,1.0,1.0,1.0,1,30.7241984,9842,8203,0.3,0.00023987264990079775,13,13,False
1.0,1.0,0.0,0.0,#,#,#,#,#,0.0,#,#,#,#,#,#,0.0,#,0.0,#,0.0,1.0,1.0,1,47.3901205504,9876,8206,0.35,0.00036998829546494203,14,14,False
1.0,0.0,0.0,#,#,0.0,#,#,#,#,#,0.0,0.0,#,#,#,#,0.0,0.0,0.0,0.0,0.006046617599999997,0.6,1,50.6,9391,8207,0.45,0.0003950487471458447,3,5,False
1.0,1.0,1.0,#,#,#,#,#,1.0,#,#,#,#,0.0,#,#,#,#,0.0,0.0,0.0,1.0,1.0,1,48.206975385599996,9889,8208,0.35,0.0003763657160033963,14,14,False
#,1.0,#,0.0,#,#,#,#,#,#,0.0,0.0,#,#,0.0,#,1.0,#,#,0.0,0.0,0.0028007538972582447,0.5555555555555556,1,36.802879999999995,9914,8213,0.35,0.0002873306647304123,5,9,False
0.0,#,1.0,0.0,1.0,#,1.0,#,#,#,1.0,#,#,#,#,#,#,#,#,#,1.0,1.0,1.0,1,45.93433117483336,9999,8214,0.3,0.00035862252928063707,20,20,False
1.0,#,#,1.0,#,#,#,#,#,#,#,#,#,#,0.0,#,#,1.0,0.0,1.0,1.0,0.13986145654401227,0.8214285714285714,1,47.73295658511054,9841,8219,0.3,0.0003726649149508877,23,28,False
1.0,1.0,#,0.0,#,#,#,#,#,#,#,#,0.0,1.0,#,#,1.0,#,#,#,1.0,0.03964724078394644,0.7241379310344828,1,38.02882287128171,9984,8225,0.3,0.004668722424794627,21,29,False
1.0,0.0,1.0,0.0,#,#,0.0,0.0,#,#,#,1.0,#,#,0.0,1.0,#,0.0,#,#,0.0,1.0,1.0,1,44.0,8231,8231,0.5,0.0003435206496920389,1,1,False
1.0,#,1.0,0.0,0.0,#,#,1.0,#,#,#,#,1.0,#,#,#,#,#,0.0,#,1.0,5.9048999999999975e-06,0.3,1,36.023104000000004,9229,8234,0.35,0.0002812427293182701,3,10,False
#,0.0,1.0,0.0,#,#,1.0,#,#,#,#,#,#,#,1.0,#,0.0,#,#,#,1.0,1.0,1.0,2,48.86018859937911,9999,8234,0.3,0.0007629310787151937,29,29,False
#,0.0,#,1.0,#,1.0,#,#,#,#,#,0.0,0.0,1.0,#,#,#,#,#,#,1.0,0.06591843366346291,0.7619047619047619,1,46.98311678191207,9893,8239,0.3,0.00036681070003362196,16,21,False
1.0,#,1.0,1.0,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,1.0,0.09046444887434359,0.7864077669902912,1,52.269145785006046,9997,8250,0.2,0.00040808024815711753,81,103,False
1.0,#,1.0,#,#,#,0.0,#,#,1.0,#,#,#,#,0.0,0.0,#,0.0,#,#,0.0,0.056313514709472656,0.75,1,46.068235071488,9900,8251,0.35,0.0003596679554982529,12,16,False
0.0,0.0,1.0,0.0,0.0,#,0.0,#,#,1.0,#,#,#,#,#,#,#,#,#,#,0.0,1.0,1.0,1,45.8162121056256,9818,8252,0.35,0.00035770033974892644,17,17,False
0.0,1.0,0.0,0.0,#,1.0,#,#,1.0,#,#,#,#,#,#,#,#,#,#,#,1.0,1.0,1.0,1,47.837158327096674,9992,8262,0.3,0.00037347844790784493,35,35,False
1.0,#,0.0,0.0,#,#,#,#,1.0,#,1.0,#,#,#,#,0.0,1.0,#,#,#,1.0,0.23906771605510008,0.8666666666666667,2,42.7630280704,9977,8264,0.35,0.0006677265084337592,13,15,False
#,#,0.0,0.0,#,#,#,#,1.0,#,#,#,#,#,#,0.0,1.0,#,#,#,1.0,0.1220952149339435,0.8103448275862069,1,41.539707206910755,9977,8264,0.25,0.000324312436539433,47,58,False
1.0,1.0,0.0,1.0,#,#,#,1.0,#,#,#,#,#,#,#,1.0,#,#,#,0.0,0.0,5.9048999999999975e-06,0.3,1,40.536384,9024,8266,0.35,0.0003164792038146811,3,10,False
1.0,1.0,1.0,#,#,#,#,#,#,#,#,1.0,#,#,#,#,#,#,#,1.0,1.0,0.11121543619818464,0.8028169014084507,1,47.80268423703165,9997,8267,0.25,0.00037320929877564767,57,71,False
1.0,#,0.0,#,0.0,#,#,#,0.0,#,#,#,#,#,#,#,#,0.0,#,#,0.0,0.04798704799217444,0.7380952380952381,1,38.80000682236358,9965,8271,0.25,0.0039355542864036724,31,42,False
#,#,0.0,#,1.0,0.0,1.0,#,#,1.0,#,#,1.0,#,0.0,#,#,#,#,#,1.0,0.007788724579811145,0.6153846153846154,1,44.81152409600001,9724,8273,0.35,0.00034985645161700855,8,13,False
1.0,1.0,#,1.0,#,#,#,1.0,#,#,#,#,#,#,0.0,1.0,0.0,#,#,#,0.0,0.0009765625,0.5,1,46.4816,9580,8276,0.35,0.00036289521433466987,4,8,False
0.0,0.0,0.0,#,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,0.0,0.20674080045871515,0.8541666666666666,1,47.89356086740902,9951,8278,0.25,0.000373918798755399,41,48,False
#,#,0.0,1.0,#,0.0,#,#,#,0.0,#,0.0,#,0.0,#,#,#,0.0,#,#,0.0,1.0,1.0,1,48.03210160128,9670,8281,0.35,0.000375000426094221,16,16,False
1.0,0.0,1.0,1.0,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,1.0,1.0,1.0,7,40.763424640527084,9893,8291,0.25,0.002227762427575098,41,41,False
#,1.0,1.0,0.0,#,#,0.0,#,#,#,0.0,#,#,#,#,0.0,#,#,0.0,#,0.0,1.0,1.0,1,31.4301098652441,9990,8295,0.35,0.00024538390365456394,21,21,False
#,0.0,1.0,0.0,#,#,0.0,#,#,#,#,1.0,#,#,0.0,#,#,#,#,#,0.0,1.0,1.0,2,43.99796273050093,9883,8297,0.3,0.0006870094882867178,26,26,False
#,1.0,0.0,0.0,#,#,#,#,#,#,#,0.0,#,0.0,#,0.0,0.0,#,#,#,0.0,0.0023312328394264987,0.5454545454545454,1,47.0034816,9922,8298,0.35,0.0003669696940231772,6,11,False
1.0,#,0.0,1.0,#,#,#,#,#,#,#,#,#,1.0,#,#,#,1.0,#,0.0,1.0,1.0,1.0,1,39.70527339564237,9983,8305,0.3,0.0003099904843879794,19,19,False
0.0,1.0,1.0,0.0,#,#,#,#,#,#,0.0,0.0,#,#,#,#,#,#,#,#,0.0,1.0,1.0,3,34.514838866629624,9975,8307,0.3,0.0008084018094191348,30,30,False
0.0,#,1.0,0.0,0.0,#,0.0,#,1.0,#,0.0,#,#,#,0.0,#,#,#,0.0,#,0.0,1.0,1.0,1,49.36,9989,8309,0.45,0.0003853677106545236,7,7,False
1.0,#,1.0,0.0,#,#,#,#,#,#,#,#,#,#,1.0,#,1.0,#,1.0,0.0,1.0,1.0,1.0,2,43.49376116736,9892,8310,0.35,0.0006791365951709944,15,15,False
1.0,1.0,1.0,0.0,#,#,1.0,#,#,#,#,1.0,#,#,#,#,#,#,1.0,#,1.0,1.0,1.0,1,47.18094215349194,9981,8318,0.35,0.00036835517958295577,22,22,False
0.0,0.0,#,0.0,#,#,0.0,#,1.0,#,#,#,#,#,1.0,#,1.0,#,#,#,0.0,0.47659904336004005,0.9285714285714286,1,48.6207875072,9945,8321,0.35,0.00037959646620481613,13,14,False
0.0,1.0,1.0,1.0,#,#,#,#,#,#,#,1.0,#,#,1.0,#,#,#,#,0.0,1.0,1.0,1.0,1,41.9157503500288,9886,8323,0.35,0.00032724831346752725,17,17,False
0.0,#,1.0,1.0,#,#,#,#,0.0,#,#,0.0,#,#,#,#,#,#,#,1.0,0.0,0.38554328942953164,0.9090909090909091,2,44.60947201022283,9752,8326,0.3,0.0006965579457895713,20,22,False
0.0,0.0,#,0.0,1.0,1.0,#,#,#,#,#,0.0,#,#,#,#,#,#,#,#,1.0,0.10737418240000006,0.8,1,48.65751525470481,9921,8327,0.3,0.00037988321028855656,24,30,False
0.0,0.0,0.0,#,#,1.0,#,#,#,#,#,#,#,0.0,#,#,#,#,0.0,#,1.0,0.09669935836937649,0.7916666666666666,1,34.06262956965846,9964,8327,0.3,0.0002659367418179166,19,24,False
0.0,#,0.0,0.0,#,#,0.0,#,#,0.0,#,#,#,#,#,#,#,1.0,1.0,#,0.0,0.00015772029579086503,0.4166666666666667,1,54.06987008,9817,8328,0.35,0.00042213902042376666,5,12,False
0.0,1.0,0.0,#,#,#,0.0,#,#,0.0,1.0,#,#,#,#,#,#,1.0,#,#,0.0,0.010890643668188604,0.6363636363636364,1,43.7254144,9588,8328,0.35,0.0003413768809714007,7,11,False
1.0,0.0,#,0.0,1.0,#,#,#,#,#,#,#,1.0,#,1.0,#,#,#,#,#,1.0,1.0,1.0,2,33.47853249351425,9963,8330,0.3,0.000522753056041275,24,24,False
1.0,0.0,1.0,0.0,#,1.0,#,#,#,0.0,#,#,#,1.0,1.0,#,1.0,0.0,#,#,1.0,1.0,1.0,1,41.5,9099,8336,0.5,0.00032400243095953666,2,2,False
1.0,0.0,1.0,0.0,#,#,1.0,#,1.0,#,#,#,0.0,#,1.0,#,#,#,#,#,1.0,1.0,1.0,1,44.61312,9912,8345,0.4,0.0003483074537997476,9,9,False
#,1.0,0.0,#,0.0,#,#,#,1.0,#,#,#,#,#,#,#,1.0,1.0,0.0,#,1.0,1.0,1.0,1,42.480000000000004,9983,8347,0.35,0.00033165357270267755,6,6,False
#,1.0,#,1.0,#,#,#,#,#,0.0,#,0.0,#,#,#,#,#,#,#,0.0,0.0,0.15251042646196802,0.8285714285714286,1,48.12001404760207,9916,8348,0.25,0.00037568678383687043,29,35,False
1.0,0.0,0.0,1.0,#,#,#,#,#,#,#,0.0,#,0.0,#,#,#,#,0.0,#,0.0,1.0,1.0,3,48.9485085696,9986,8350,0.35,0.001146465236269454,14,14,False
#,0.0,1.0,0.0,#,#,1.0,#,#,#,0.0,#,#,#,1.0,#,#,#,#,#,1.0,1.0,1.0,1,47.96268451898823,9971,8357,0.3,0.00037445846697584394,30,30,False
0.0,1.0,1.0,1.0,#,#,#,#,#,1.0,#,1.0,#,#,#,#,#,#,#,0.0,1.0,1.0,1.0,1,49.644798976,9595,8359,0.35,0.00038759121813786786,14,14,False
0.0,#,#,1.0,#,#,#,1.0,#,1.0,#,#,#,#,#,#,#,#,#,#,1.0,0.05436851040376265,0.7473684210526316,1,37.91969686170763,9974,8360,0.2,0.003394810699644942,71,95,False
0.0,0.0,#,1.0,#,#,#,0.0,#,#,#,#,#,#,#,#,1.0,#,#,1.0,0.0,0.07253815028640576,0.7692307692307693,1,35.78277021428597,9991,8363,0.3,0.0002793663743589194,20,26,False
1.0,0.0,0.0,1.0,#,#,#,#,#,#,#,#,#,0.0,#,#,#,#,#,#,0.0,1.0,1.0,7,41.49587126078724,9986,8366,0.25,0.0022677913769386334,38,38,False
#,#,0.0,#,#,0.0,#,#,#,#,0.0,0.0,#,0.0,#,#,#,0.0,1.0,#,0.0,0.000376507118583527,0.45454545454545453,1,41.3864448,9452,8369,0.35,0.00032311587286681145,5,11,False
1.0,0.0,1.0,0.0,0.0,#,1.0,#,#,#,#,1.0,#,#,1.0,#,#,#,#,#,1.0,1.0,1.0,1,42.8,9688,8370,0.4,0.0003341519047004378,6,6,False
#,0.0,1.0,0.0,#,#,#,#,#,#,#,#,1.0,#,1.0,#,#,#,0.0,1.0,1.0,0.017341529915832606,0.6666666666666666,1,40.72436371456,9777,8370,0.35,0.00031794681548910327,10,15,False
1.0,0.0,0.0,0.0,#,#,0.0,1.0,1.0,#,#,#,0.0,#,#,#,#,#,#,#,0.0,1.0,1.0,1,58.5,9371,8371,0.4,0.0004567263183405517,4,4,False
1.0,1.0,1.0,0.0,#,#,#,#,#,#,0.0,#,#,#,0.0,0.0,#,#,0.0,#,0.0,1.0,1.0,1,32.480000000000004,9990,8376,0.4,0.00025358069777266874,6,6,False
0.0,0.0,1.0,1.0,#,#,#,0.0,#,#,#,#,#,#,#,#,#,1.0,#,#,0.0,1.0,1.0,2,45.951071315019895,9933,8382,0.3,0.000717506448735493,23,23,False
#,1.0,1.0,0.0,#,#,1.0,#,#,#,#,#,#,#,1.0,#,#,#,1.0,0.0,1.0,0.006046617599999997,0.6,1,34.753152,9892,8387,0.35,0.0002713278489519586,6,10,False
#,0.0,1.0,0.0,#,1.0,#,#,#,#,#,0.0,#,#,1.0,#,1.0,#,1.0,0.0,1.0,1.0,1.0,1,26.0,9476,8390,0.45,0.00020298947481802297,1,1,False
0.0,1.0,0.0,0.0,#,#,0.0,#,1.0,#,#,#,#,#,#,#,#,#,#,0.0,1.0,1.0,1.0,1,51.1434496,9852,8393,0.35,0.000399291614411001,11,11,False
0.0,1.0,0.0,1.0,#,1.0,0.0,#,#,1.0,#,1.0,#,#,#,#,#,#,#,#,1.0,1.0,1.0,1,61.112,9758,8408,0.4,0.00047711895327227,7,7,False
1.0,#,0.0,1.0,#,#,#,#,#,#,#,#,#,1.0,#,#,0.0,#,#,#,1.0,0.1253815679310719,0.8125,1,47.11868439063149,9969,8409,0.25,0.0003678691153296332,39,48,False
#,1.0,0.0,1.0,#,#,#,#,#,#,#,#,#,1.0,0.0,#,#,1.0,#,0.0,1.0,0.003712098683732816,0.5714285714285714,1,41.4062372864,9983,8413,0.35,0.00032327039849833753,8,14,False
0.0,0.0,1.0,1.0,#,#,#,1.0,#,#,#,1.0,#,#,#,#,#,#,#,#,1.0,1.0,1.0,3,42.88001820344409,9966,8418,0.3,0.0010043298894581978,23,23,False
0.0,#,#,0.0,#,1.0,#,#,1.0,#,1.0,#,#,#,#,#,#,#,#,#,1.0,0.052739281057312744,0.7450980392156863,1,52.02791832325544,9942,8422,0.25,0.004801759279894322,38,51,False
1.0,#,1.0,0.0,#,#,#,#,#,#,1.0,#,0.0,#,#,#,#,#,1.0,1.0,1.0,0.1615055828898458,0.8333333333333334,1,56.705068955566084,9984,8423,0.35,0.00044271277564654374,15,18,False
0.0,1.0,0.0,#,#,#,#,#,0.0,0.0,#,#,0.0,#,#,#,#,#,#,#,0.0,1.0,1.0,1,44.799912200104835,9908,8426,0.3,0.0003497657942074162,21,21,False
0.0,0.0,0.0,1.0,#,1.0,#,#,#,#,#,0.0,0.0,1.0,#,#,#,#,#,#,1.0,1.0,1.0,1,49.0,9529,8427,0.4,0.0003825570871570433,2,2,False
0.0,0.0,#,0.0,0.0,#,#,#,#,#,#,#,1.0,#,#,1.0,#,#,#,#,0.0,0.11815700323790082,0.8076923076923077,1,49.94033968657332,9894,8433,0.3,0.0003898985894311995,21,26,False
1.0,0.0,0.0,1.0,#,#,#,#,#,#,#,#,#,0.0,#,#,0.0,#,#,#,0.0,1.0,1.0,1,42.543402670424065,9727,8436,0.3,0.00033214857557850217,19,19,False
1.0,1.0,1.0,#,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,1.0,0.2551878470156398,0.8723404255319149,1,41.55335209967366,9978,8437,0.25,0.00032441896614004414,41,47,False
#,#,0.0,1.0,1.0,1.0,#,#,#,#,#,0.0,#,1.0,#,#,#,#,#,#,1.0,0.0683823953129502,0.7647058823529411,1,45.545883275263996,9896,8440,0.3,0.00035558980485264673,13,17,False
0.0,0.0,1.0,0.0,#,#,#,1.0,#,#,#,#,#,1.0,#,#,#,#,#,1.0,0.0,0.00025690974234748865,0.4375,1,42.049190191103996,9707,8441,0.35,0.00032829011666982166,7,16,False
1.0,0.0,1.0,1.0,#,0.0,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,1.0,1.0,1.0,1,38.38093784039424,9594,8444,0.3,0.0002996510159709543,19,19,False
1.0,0.0,#,1.0,#,#,#,#,#,#,#,#,#,1.0,#,1.0,1.0,#,1.0,#,1.0,1.0,1.0,1,54.0,9919,8444,0.35,0.0004215935246220477,5,5,False
1.0,1.0,#,0.0,#,0.0,0.0,#,#,0.0,#,#,#,#,#,#,0.0,0.0,#,#,0.0,1.0,1.0,1,56.333333333333336,9629,8445,0.4,0.0004398105287723831,3,3,False
1.0,0.0,0.0,1.0,#,1.0,#,#,#,#,0.0,#,#,1.0,#,#,#,#,#,#,1.0,1.0,1.0,1,50.41415680000001,9919,8447,0.35,0.0003935978158548255,11,11,False
#,1.0,1.0,1.0,#,#,#,#,#,#,#,1.0,#,#,#,#,#,1.0,#,1.0,1.0,1.0,1.0,1,53.67085563440479,9997,8449,0.3,0.0004190237999331445,24,24,False
0.0,1.0,1.0,0.0,#,#,#,#,#,#,0.0,#,0.0,#,#,#,#,#,#,#,0.0,1.0,1.0,2,32.31145052856281,9975,8450,0.3,0.0005045295671847304,29,29,False
#,1.0,0.0,0.0,#,#,#,#,0.0,#,0.0,#,#,#,#,#,0.0,#,#,#,0.0,1.0,1.0,1,55.00670336992201,9960,8455,0.3,0.0004294531472512016,30,30,False
#,0.0,0.0,1.0,#,0.0,0.0,#,#,#,1.0,1.0,#,#,#,0.0,#,#,#,1.0,0.0,0.056313514709472656,0.75,1,35.75,9704,8458,0.45,0.0002791105278747816,3,4,False
#,1.0,#,0.0,#,#,1.0,#,#,#,#,#,#,#,1.0,#,1.0,#,1.0,0.0,1.0,0.010890643668188604,0.6363636363636364,1,42.806272,9993,8470,0.35,0.0003342008720075939,7,11,False
1.0,#,0.0,0.0,#,#,#,#,1.0,#,#,#,0.0,#,#,#,#,#,#,1.0,0.0,0.07253815028640576,0.7692307692307693,1,47.00747672962519,9860,8473,0.3,0.0003670008851487328,20,26,False
#,0.0,0.0,#,1.0,0.0,1.0,#,1.0,#,#,#,1.0,1.0,0.0,#,#,#,#,0.0,1.0,1.0,1.0,1,27.0,9976,8478,0.5,0.00021079676231102384,2,2,False
0.0,0.0,0.0,#,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,0.0,1.0,1.0,2,47.91075466443776,9951,8481,0.3,0.0007481060713437973,26,26,False
#,0.0,0.0,1.0,1.0,1.0,#,#,#,#,#,0.0,#,1.0,#,#,#,#,#,#,1.0,1.0,1.0,1,47.93248,9896,8484,0.35,0.000374222651612515,9,9,False
#,0.0,1.0,1.0,#,1.0,0.0,#,#,#,#,1.0,#,0.0,1.0,#,#,#,#,#,1.0,9.5367431640625e-07,0.25,1,43.75,9139,8486,0.4,0.00034156882781878866,1,4,False
#,0.0,1.0,1.0,#,1.0,0.0,#,#,1.0,#,1.0,#,#,1.0,#,#,#,#,#,1.0,1.0,1.0,1,23.0,9139,8486,0.4,0.0001795676123390203,1,1,False
#,0.0,1.0,0.0,#,#,1.0,0.0,1.0,#,#,#,0.0,#,1.0,#,#,#,#,#,1.0,1.0,1.0,1,45.0,9912,8487,0.4,0.00035132793718503977,5,5,False
1.0,0.0,0.0,#,#,1.0,#,#,#,#,#,#,0.0,#,#,#,#,#,#,#,0.0,0.15070665761559107,0.8275862068965517,1,46.84144089344792,9988,8491,0.25,0.00036570459564155605,24,29,False
0.0,1.0,1.0,0.0,#,#,#,#,#,#,1.0,#,#,0.0,1.0,#,1.0,#,#,#,1.0,1.0,1.0,1,32.333333333333336,9489,8492,0.4,0.00025243562894036194,3,3,False
0.0,1.0,#,0.0,#,#,#,#,1.0,#,#,0.0,#,0.0,#,#,#,#,#,#,1.0,0.07015616050000682,0.7666666666666667,1,40.07976497386474,9924,8493,0.3,0.00031291424780286906,23,30,False
0.0,#,0.0,0.0,#,#,#,#,0.0,#,#,#,0.0,#,#,#,0.0,#,#,#,0.0,0.10737418240000006,0.8,1,50.57704423320761,9960,8498,0.3,0.0003948695248748742,20,25,False
#,1.0,#,1.0,0.0,#,#,#,#,1.0,#,1.0,#,#,0.0,#,#,#,#,#,1.0,0.056313514709472656,0.75,1,48.54708406684221,9911,8500,0.3,0.0041961273026611375,15,20,False
0.0,0.0,1.0,1.0,#,#,#,1.0,#,1.0,#,0.0,#,#,#,#,0.0,#,#,#,1.0,1.0,1.0,2,32.04,9974,8501,0.4,0.0005002909825514966,6,6,False
1.0,0.0,1.0,1.0,#,#,#,0.0,#,#,#,#,#,#,#,#,#,#,1.0,#,1.0,0.00025690974234748865,0.4375,1,41.624089075712,9807,8504,0.3,0.000324971230048361,7,16,False
0.0,0.0,0.0,0.0,#,#,0.0,#,0.0,#,#,#,#,#,0.0,#,#,#,#,1.0,0.0,0.0009765625,0.5,2,43.298303999999995,9789,8509,0.4,0.0006760846145747001,7,14,False
0.0,1.0,0.0,#,#,#,#,1.0,1.0,#,#,1.0,#,#,#,#,#,#,#,#,1.0,0.2266836034468043,0.8620689655172413,1,47.074279272270026,9868,8512,0.3,0.0003675224318044245,25,29,False
#,0.0,0.0,1.0,#,#,#,1.0,#,1.0,#,0.0,#,#,#,#,0.0,#,#,#,1.0,0.056313514709472656,0.75,1,41.0,9226,8515,0.35,0.00032009878721303624,3,4,False
#,0.0,#,1.0,#,1.0,#,#,#,#,0.0,0.0,0.0,1.0,#,#,#,#,#,#,1.0,0.009094947017729282,0.625,1,48.784000000000006,9785,8523,0.35,0.00038087071305855513,5,8,False
0.0,#,1.0,#,#,#,#,0.0,1.0,#,#,0.0,#,#,#,#,#,#,#,#,0.0,0.04798704799217444,0.7380952380952381,1,45.744267877479146,9943,8528,0.25,0.004639923140937326,31,42,False
1.0,0.0,1.0,0.0,#,#,#,#,#,#,#,1.0,#,#,0.0,0.0,0.0,#,#,#,0.0,1.0,1.0,1,47.68,9815,8531,0.4,0.0003722514676662821,6,6,False
#,0.0,0.0,1.0,#,#,#,#,#,#,#,#,#,0.0,#,#,0.0,#,1.0,#,0.0,0.017341529915832606,0.6666666666666666,1,38.14103975908213,9920,8532,0.3,0.010705408859306816,14,21,False
1.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,1.0,1.0,1.0,0.1319618199398156,0.8166666666666667,1,59.73643571065846,9997,8535,0.25,0.00046637952740027515,49,60,False
#,0.0,1.0,#,#,#,#,1.0,#,#,#,1.0,#,#,0.0,0.0,#,0.0,#,#,0.0,0.010890643668188604,0.6363636363636364,1,43.97579520000001,9856,8537,0.35,0.0003433316758597283,7,11,False
1.0,0.0,1.0,#,#,#,0.0,0.0,#,#,#,0.0,#,#,#,0.0,#,0.0,#,#,0.0,0.056313514709472656,0.75,1,54.25,9237,8539,0.4,0.00042354534649529795,3,4,False
0.0,1.0,#,0.0,0.0,#,#,#,0.0,#,#,#,#,#,#,#,#,#,#,#,0.0,0.09846874009910023,0.7931034482758621,1,46.54820594857961,9908,8540,0.25,0.00036341522612397487,46,58,False
0.0,0.0,1.0,0.0,#,#,0.0,#,#,1.0,0.0,0.0,#,#,#,#,#,#,#,#,0.0,1.0,1.0,1,48.3552,9945,8542,0.4,0.00037752294818155636,8,8,False
0.0,1.0,#,0.0,#,#,0.0,#,0.0,#,#,#,#,#,#,#,#,#,#,#,0.0,0.056313514709472656,0.75,1,43.628842672170094,9960,8547,0.25,0.003771023150806271,42,56,False
0.0,1.0,1.0,#,#,#,#,#,#,#,0.0,0.0,#,#,#,#,#,#,#,#,0.0,1.0,1.0,5,38.97270600136655,9975,8551,0.25,0.0015213556006643473,53,53,False
0.0,#,#,1.0,#,1.0,#,#,#,1.0,#,#,#,#,1.0,#,#,#,0.0,#,1.0,0.08101311022241207,0.7777777777777778,1,45.74206035181568,9974,8552,0.3,0.00035712141568882213,14,18,False
0.0,0.0,#,1.0,#,#,#,0.0,#,#,#,#,#,#,#,#,#,1.0,1.0,#,0.0,0.1253815679310719,0.8125,1,45.389542371328,9920,8559,0.3,0.00035436920646870275,13,16,False
#,0.0,0.0,1.0,#,#,#,#,#,#,#,#,#,1.0,1.0,#,#,1.0,#,#,1.0,0.21405831560130767,0.8571428571428571,2,43.42033710563065,9987,8560,0.3,0.0006779901096533447,18,21,False
#,1.0,#,1.0,#,#,#,#,#,1.0,#,1.0,#,#,0.0,1.0,#,1.0,#,1.0,1.0,1.0,1.0,1,68.0,9911,8564,0.4,0.00053089554952406,2,2,False
1.0,#,0.0,1.0,#,#,#,#,#,#,#,0.0,#,#,1.0,#,#,0.0,#,#,0.0,0.1793344879248387,0.8421052631578947,1,27.34245110254797,9737,8565,0.3,0.00021347037652091097,16,19,False
0.0,#,1.0,1.0,#,0.0,#,1.0,#,#,#,1.0,#,#,#,#,#,#,#,#,1.0,1.0,1.0,1,40.19844867284881,9980,8570,0.3,0.0003138408455615705,29,29,False
